Number of nodes,Number of Edges,Average Degree,Density,Cut-Ratio,Avg. internal density,Coverage,Performance,Modularity,Execution Time,Num of Clusters
5,10,4.0,1.0,0,1.0,1.0,1.0,0.0,0.00026648491621017456,1
10,39,7.8,0.8666666666666667,0,0.8666666666666667,1.0,0.8666666666666667,0.0,0.00043396279215812683,1
15,61,8.133333333333333,0.580952380952381,0,0.580952380952381,1.0,0.580952380952381,1.1102230246251565e-16,0.0008358769118785858,1
20,74,7.4,0.3894736842105263,0,0.3894736842105263,1.0,0.3894736842105263,0.0,0.001004628837108612,1
25,84,6.72,0.28,0.09090909090909091,0.8401515151515151,0.75,0.8233333333333334,0.32901077097505665,0.0012308023869991302,4
30,150,10.0,0.3448275862068966,0,0.3448275862068966,1.0,0.3448275862068966,0.0,0.0013995841145515442,1
35,198,11.314285714285715,0.33277310924369746,0.05303030303030303,0.6026679841897233,0.9292929292929293,0.7294117647058823,0.2749719416386083,0.0023462139070034027,2
40,173,8.65,0.22179487179487178,0.032,0.43547619047619046,0.930635838150289,0.6717948717948717,0.3837081091917538,0.001660071313381195,2
45,267,11.866666666666667,0.2696969696969697,0,0.2696969696969697,1.0,0.2696969696969697,0.0,0.0036622509360313416,1
50,197,7.88,0.16081632653061226,0.062370062370062374,0.6095399698340875,0.8375634517766497,0.8081632653061225,0.5101909350923755,0.0023594051599502563,4
55,258,9.381818181818181,0.17373737373737375,0.031914893617021274,0.6692483660130719,0.9069767441860465,0.8134680134680135,0.5065500871341866,0.0027904994785785675,4
60,276,9.2,0.15593220338983052,0.024305555555555556,0.7127747252747253,0.9021739130434783,0.707909604519774,0.41583307078344883,0.002388734370470047,4
65,423,13.015384615384615,0.20336538461538461,0.03278688524590164,0.6117486338797814,0.9810874704491725,0.31298076923076923,0.027251032532456934,0.0021957755088806152,2
70,507,14.485714285714286,0.20993788819875778,0.049777777777777775,0.4066666666666666,0.8895463510848126,0.629399585921325,0.34976988823142674,0.0025723986327648163,2
75,373,9.946666666666667,0.1344144144144144,0.0291005291005291,0.4715367965367965,0.8605898123324397,0.8371171171171171,0.5571340266946503,0.003138769418001175,4
80,450,11.25,0.14240506329113925,0.02369980250164582,0.5266335814722911,0.8666666666666667,0.8329113924050633,0.5745555555555555,0.004643730819225311,4
85,515,12.117647058823529,0.14425770308123248,0.04591265397536394,0.6175377736663583,0.8407766990291262,0.7240896358543417,0.43048920727684037,0.0033245831727981567,4
90,626,13.911111111111111,0.15630461922596753,0.022727272727272728,0.6412687399967696,0.8945686900958466,0.6933832709113608,0.41140692463942674,0.0036636479198932648,4
95,632,13.305263157894737,0.14154535274356103,0.03283302063789869,0.5687476150229935,0.8955696202531646,0.7872340425531915,0.5082255948565936,0.003701787441968918,4
100,799,15.98,0.16141414141414143,0.022083333333333333,0.6856514913657771,0.9236545682102628,0.7276767676767677,0.4625392190801706,0.0027273111045360565,4
105,814,15.504761904761905,0.14908424908424908,0.025678650036683785,0.5564834915538182,0.914004914004914,0.7373626373626374,0.43644694504645365,0.005034048110246658,4
110,732,13.309090909090909,0.12210175145954963,0.022758152173913044,0.5467321843098241,0.8784153005464481,0.7134278565471226,0.4594400400131387,0.003958534449338913,4
115,775,13.478260869565217,0.11823035850495804,0.018072289156626505,0.4693041911791912,0.8658064516129033,0.7565217391304347,0.46128949011446413,0.0036780945956707,4
120,856,14.266666666666667,0.11988795518207283,0.020693675313319733,0.44683035888515343,0.9170560747663551,0.6570028011204482,0.46745963075377756,0.0027439258992671967,3
125,1083,17.328,0.13974193548387095,0.036231884057971016,0.6032568880394967,0.8984302862419206,0.539741935483871,0.23073752077136023,0.004830155521631241,4
130,1046,16.092307692307692,0.12474657125819917,0.04551820728291316,0.46063368749127265,0.847036328871893,0.7884317233154442,0.5364847054608469,0.005138404667377472,4
135,1144,16.94814814814815,0.12647871752349366,0.023266856600189935,0.6123788624160925,0.8811188811188811,0.6939745715865119,0.4536938695046213,0.005478840321302414,4
140,1076,15.371428571428572,0.1105858170606372,0.03188683768880365,0.7159947587930817,0.7639405204460966,0.8723535457348407,0.526498217271735,0.004592046141624451,8
145,1266,17.46206896551724,0.12126436781609196,0.03990901571546733,0.577080942793017,0.8246445497630331,0.8284482758620689,0.49373828580270485,0.005019620060920715,6
150,1287,17.16,0.11516778523489933,0.02040816326530612,0.6509989029454208,0.8842268842268842,0.789351230425056,0.4586167091994597,0.008225735276937485,7
155,1371,17.690322580645162,0.11487222454964391,0.005662891405729514,0.4293894409683883,0.9474835886214442,0.6777545035609551,0.5005615434011069,0.005088526755571365,3
160,1206,15.075,0.09481132075471699,0.004281949934123847,0.6299889959664396,0.9195688225538972,0.8586477987421384,0.6080298479960617,0.007967639714479446,7
165,1664,20.169696969696968,0.1229859571322986,0.025573192239858905,0.5606523050588,0.8834134615384616,0.7526237989652623,0.42728383442353923,0.006522316485643387,5
170,1293,15.211764705882352,0.09001044204664115,0.028772753963593658,0.46019181766005723,0.848414539829853,0.881935259310825,0.6411595784069015,0.005847517400979996,6
175,1410,16.114285714285714,0.09261083743842365,0.00819672131147541,0.3998767522933974,0.9482269503546099,0.7677504105090311,0.6097130426034907,0.011986728757619858,4
180,1504,16.711111111111112,0.09335816263190565,0.014056881333769205,0.46212021872827647,0.930186170212766,0.6240223463687151,0.3993630018532141,0.0059924982488155365,4
185,2351,25.416216216216217,0.1381316098707403,0.01716581446311176,0.3165869951584237,0.9600170140365801,0.44882491186839013,0.21283865015945683,0.006380900740623474,2
