Number of nodes,Number of Edges,Average Degree,Density,Cut-Ratio,Avg. internal density,Coverage,Performance,Modularity,Execution Time
370,32479,175.56216216216217,0.4757782172416319,0,0.4757782172416319,1.0,0.4757782172416319,0.0,0.04013815522193909
375,33370,177.97333333333333,0.47586452762923354,0,0.47586452762923354,1.0,0.47586452762923354,0.0,0.032533593475818634
380,34208,180.0421052631579,0.4750451326204694,0,0.4750451326204694,1.0,0.4750451326204694,0.0,0.05045470595359802
385,35225,182.98701298701297,0.4765286796536797,0,0.4765286796536797,1.0,0.4765286796536797,0.0,0.05975579097867012
390,36175,185.51282051282053,0.4768967108298728,0,0.4768967108298728,1.0,0.4768967108298728,0.0,0.04348549246788025
395,37140,188.0506329113924,0.47728587033348324,0,0.47728587033348324,1.0,0.47728587033348324,0.0,0.035625871270895004
400,38097,190.485,0.477406015037594,0,0.477406015037594,1.0,0.477406015037594,0.0,0.0364997535943985
405,39118,193.1753086419753,0.47815670455934484,0,0.47815670455934484,1.0,0.47815670455934484,0.0,0.03755293786525726
410,40163,195.9170731707317,0.4790148488281949,0,0.4790148488281949,1.0,0.4790148488281949,0.0,0.0383782833814621
415,41374,199.39277108433734,0.48162505092835106,0,0.48162505092835106,1.0,0.48162505092835106,1.1102230246251565e-16,0.03936711698770523
420,42311,201.48095238095237,0.4808614615297193,0,0.4808614615297193,1.0,0.4808614615297193,0.0,0.05136701837182045
425,43535,204.87058823529412,0.48318534961154275,0,0.48318534961154275,1.0,0.48318534961154275,0.0,0.041104741394519806
430,44588,207.3860465116279,0.4834173578359625,0,0.4834173578359625,1.0,0.4834173578359625,1.1102230246251565e-16,0.04186144843697548
435,45811,210.62528735632185,0.4853117220191747,0,0.4853117220191747,1.0,0.4853117220191747,1.1102230246251565e-16,0.04284206032752991
440,46651,212.05,0.4830296127562642,0,0.4830296127562642,1.0,0.4830296127562642,0.0,0.11982262507081032
445,47785,214.76404494382024,0.483702803927523,0,0.483702803927523,1.0,0.483702803927523,0.0,0.06697012856602669
450,48825,217.0,0.48329621380846327,0,0.48329621380846327,1.0,0.48329621380846327,0.0,0.04568573087453842
455,49926,219.45494505494506,0.4833809362443724,0,0.4833809362443724,1.0,0.4833809362443724,0.0,0.0700332447886467
460,50957,221.55217391304348,0.482684474756086,0.26146337772397094,0.7052540565159646,0.7287516926035678,0.7215780998389694,0.2284503386315116,0.07592624798417091
465,51782,222.71827956989247,0.4799962921764924,0,0.4799962921764924,1.0,0.4799962921764924,0.0,0.04847148805856705
470,52754,224.48510638297873,0.47864628226647915,0,0.47864628226647915,1.0,0.47864628226647915,0.0,0.07447181642055511
475,53607,225.7136842105263,0.4761892071952032,0,0.4761892071952032,1.0,0.4761892071952032,0.0,0.07420090585947037
480,55022,229.25833333333333,0.4786186499652053,0,0.4786186499652053,1.0,0.4786186499652053,0.0,0.05091037601232529
485,56256,231.98350515463918,0.47930476271619665,0,0.47930476271619665,1.0,0.47930476271619665,0.0,0.05272650718688965
490,57171,233.35102040816327,0.4772004507324402,0,0.4772004507324402,1.0,0.4772004507324402,0.0,0.08271993324160576
495,58310,235.59595959595958,0.47691489796752956,0,0.47691489796752956,1.0,0.47691489796752956,0.0,0.053788114339113235
500,59516,238.064,0.4770821643286573,0,0.4770821643286573,1.0,0.4770821643286573,0.0,0.05486175790429115
