Number of nodes,Number of Edges,Average Degree,Density,Cut-Ratio,Avg. internal density,Coverage,Performance,Modularity,Execution Time
110,732,13.309090909090909,0.12210175145954963,0.10091743119266056,0,0.09016393442622951,0.888907422852377,0.043362186090955185,1.4163620360195637
115,775,13.478260869565217,0.11823035850495804,0.07017543859649122,0,0.1329032258064516,0.8971777269260107,0.07347180020811665,1.6723188646137714
120,856,14.266666666666667,0.11988795518207283,0.05042016806722689,0,0.0911214953271028,0.8910364145658264,0.05849992357411129,1.6567346081137657
125,1083,17.328,0.13974193548387095,0.0967741935483871,0,0.1172668513388735,0.8754838709677419,0.03847124493451638,2.345992971211672
130,1046,16.092307692307692,0.12474657125819917,0.09302325581395349,0,0.29732313575525815,0.90304114490161,0.16593898635976476,1.9506986774504185
135,1144,16.94814814814815,0.12647871752349366,0.16417910447761194,0,0.19405594405594406,0.8920950801547817,0.07554350151596646,3.3097055926918983
140,1076,15.371428571428572,0.1105858170606372,0.10521281683405069,0,0.1171003717472119,0.9013360739979445,0.06221324332167871,2.861591074615717
145,1266,17.46206896551724,0.12126436781609196,0.0763888888888889,0,0.1406003159557662,0.8946360153256705,0.05342984209698785,3.2279798351228237
150,1287,17.16,0.11516778523489933,0.03355704697986577,0,0.2556332556332556,0.9098881431767338,0.1293833077049863,3.4773526191711426
155,1371,17.690322580645162,0.11487222454964391,0.06493506493506493,0,0.2399708242159008,0.909509844993716,0.16826298213329008,4.034142456948757
160,1206,15.075,0.09481132075471699,0.028965517241379312,0,0.38723051409618575,0.9345125786163522,0.24529473967916054,3.3909353017807007
165,1664,20.169696969696968,0.1229859571322986,0.10344827586206896,0,0.2091346153846154,0.8984478935698448,0.0942801752034022,5.113933019340038
170,1293,15.211764705882352,0.09001044204664115,0.023668639053254437,0,0.12451662799690642,0.9205012182387748,0.07101538476261902,5.352331891655922
175,1410,16.114285714285714,0.09261083743842365,0.04,0,0.34397163120567376,0.93247947454844,0.23157713394698498,6.496920585632324
180,1504,16.711111111111112,0.09335816263190565,0.055865921787709494,0,0.15757978723404256,0.919056486654252,0.10427689282480763,6.523167867213488
185,2351,25.416216216216217,0.1381316098707403,0.125,0,0.23819651212250106,0.8863689776733255,0.034487075827349126,8.952606189996004
190,1622,17.073684210526316,0.09033695349484823,0.037037037037037035,0,0.2342786683107275,0.9272626009468115,0.15921150457412778,5.066843897104263
195,1561,16.01025641025641,0.08252709489822892,0.04593522802379379,0,0.42664958360025623,0.9490351572825799,0.33993920518598597,6.090827524662018
200,1987,19.87,0.09984924623115578,0.04522613065326633,0,0.19325616507297433,0.91356783919598,0.09625955727832324,7.3418536223471165
205,2447,23.87317073170732,0.11702534672405547,0.2107843137254902,0,0.24601552921945238,0.9079387852702057,0.18165350631591615,10.217370677739382
210,1873,17.83809523809524,0.08534973798131693,0.07177033492822966,0,0.2995194874532835,0.9348826611984506,0.2051663436549796,13.990657400339842
215,2123,19.748837209302327,0.09228428602477723,0.06542056074766354,0,0.17381064531323598,0.9208867637470115,0.11077572885089394,11.128451462835073
220,2399,21.80909090909091,0.0995848899958489,0.07909196067090804,0,0.307211338057524,0.926774595267746,0.16616152937143303,10.759088169783354
225,2363,21.004444444444445,0.09376984126984127,0.16517857142857142,0,0.27253491324587387,0.9245634920634921,0.17696120666882897,9.174306813627481
230,1868,16.243478260869566,0.07093221947977976,0.013256006628003313,0,0.1386509635974304,0.9377634326941333,0.10295796670166782,8.628527093678713
235,2498,21.259574468085106,0.09085288234224405,0.076432022084196,0,0.12369895916733387,0.9178759774504456,0.07455596182310133,16.759419567883015
240,2640,22.0,0.09205020920502092,0.016736401673640166,0,0.30757575757575756,0.9298465829846583,0.18618127295684117,14.093643829226494
245,2760,22.53061224489796,0.09233857477417197,0.12704918032786885,0,0.2565217391304348,0.9262295081967213,0.16031617569838286,19.04966377466917
250,2537,20.296,0.08151004016064257,0.08032128514056225,0,0.1430823807646827,0.9278393574297189,0.0758725144565205,15.218183550983667
255,2580,20.235294117647058,0.07966651227420102,0.07086614173228346,0,0.21821705426356588,0.9358036127836962,0.14469457965266522,24.185293562710285
260,2841,21.853846153846153,0.08437778437778438,0.05791505791505792,0,0.1629707849348821,0.9268191268191268,0.09481022900825795,16.885024700313807
265,2859,21.577358490566038,0.08173241852487136,0.026515151515151516,0,0.08954179783140959,0.9250142938822185,0.04368377763268134,19.323685854673386
270,2835,21.0,0.07806691449814127,0.055762081784386616,0,0.09347442680776014,0.929230345587223,0.06639119845469045,25.223177447915077
275,2572,18.705454545454547,0.06826808228268082,0.08759124087591241,0,0.13880248833592534,0.939535500995355,0.09888931282939363,19.60669158399105
280,3395,24.25,0.08691756272401434,0.048177083333333336,0,0.14845360824742268,0.9259088581669227,0.11567678362661905,34.8590860106051
285,2965,20.80701754385965,0.07326414628119594,0.06338028169014084,0,0.20067453625632378,0.9400543612552508,0.13535417419074086,24.15331607684493
290,3111,21.455172413793104,0.0742393509127789,0.058823529411764705,0,0.24750883960141434,0.9421548741200334,0.1901564847869787,26.393680721521378
295,3406,23.091525423728815,0.07854260348207079,0.09377777777777778,0,0.08807985907222549,0.9283754179637956,0.05197922804873712,31.224458880722523
300,3188,21.253333333333334,0.07108138238573021,0.0811847943398489,0,0.1922835633626098,0.9391973244147157,0.1310510595725186,23.476596646010876
305,3431,22.498360655737706,0.07400776531492666,0.05009433962264151,0,0.36199358787525504,0.9471527178602244,0.2623983361537835,17.646163929253817
310,3579,23.09032258064516,0.0747259630441591,0.042071197411003236,0,0.20815870354847724,0.937738803632947,0.1358076173287709,31.56336560845375
315,4043,25.66984126984127,0.08175108684662825,0.08280254777070063,0,0.18278506059856542,0.932342533616419,0.13551284488190282,37.27871899679303
320,4028,25.175,0.07891849529780565,0.07836990595611286,0,0.07447864945382324,0.9269592476489028,0.051145241748673,40.151680424809456
325,3761,23.144615384615385,0.07143399810066477,0.06790123456790123,0,0.09784631746875831,0.9348338081671415,0.06996090736869616,34.380886275321245
330,4431,26.854545454545455,0.0816247582205029,0.057750759878419454,0,0.08124576844955991,0.9246753246753247,0.03501310828832023,36.33015792071819
335,4164,24.859701492537315,0.07443024398963267,0.02694610778443114,0,0.20509125840537945,0.9359370810617571,0.0877309604948314,35.50471939519048
340,3985,23.441176470588236,0.06914801318757592,0.08849557522123894,0,0.2795483061480552,0.9452715599514142,0.2176698692871166,37.70416150987148
345,4089,23.704347826086956,0.06890798786653185,0.0377906976744186,0,0.2748838346784055,0.9437310414560162,0.20088512978021858,53.83679001033306
350,4290,24.514285714285716,0.07024150634465821,0.08635858024067146,0,0.18041958041958042,0.9398772001637331,0.12367331192506008,51.56724973395467
355,4025,22.676056338028168,0.06405665632211348,0.024297024297024298,0,0.2395031055900621,0.9471791199172436,0.18382580918946037,48.20831839740276
360,3955,21.97222222222222,0.06120396162178892,0.025069637883008356,0,0.2895069532237674,0.9528009904054472,0.22336407850006681,52.68297405168414
365,4373,23.96164383561644,0.06582869185608911,0.04395604395604396,0,0.15824376857992226,0.9432033719704953,0.12286859540611805,51.8450257666409
370,4397,23.767567567567568,0.06441075221563027,0.02981029810298103,0,0.10575392312940642,0.9409946531897752,0.07033735915524138,45.370791118592024
375,4174,22.261333333333333,0.0595222816399287,0.0427807486631016,0,0.14183037853378055,0.9483636363636364,0.10293385318887194,57.18467661365867
380,4867,25.61578947368421,0.06758783502291349,0.08785753683712867,0,0.16868707622765564,0.9410915150673518,0.10955718390257485,38.257704738527536
385,4403,22.87272727272727,0.05956439393939394,0.08854166666666667,0,0.13558937088348852,0.947362012987013,0.10760084552017894,85.23157849162817
390,4429,22.712820512820514,0.05838771340056687,0.043701799485861184,0,0.31858207270264166,0.9556654142772395,0.2508692503242621,56.46720961853862
395,5129,25.969620253164557,0.06591274175930091,0.06852791878172589,0,0.2723727822187561,0.9489944098181584,0.19863284712023796,87.43200720846653
400,4634,23.17,0.058070175438596494,0.10025062656641603,0,0.12278808804488563,0.9485588972431078,0.09111306738264731,97.33551427721977
405,5403,26.68148148148148,0.06604327099376604,0.058435267046142665,0,0.240792152507866,0.9466568879110133,0.1659656453840444,93.41761753708124
410,5128,25.014634146341464,0.061160474685431454,0.03225504861630516,0,0.20319812792511702,0.9494543502892242,0.17061224083128657,89.87100816890597
415,4165,20.072289156626507,0.048483790233397356,0.02578965053763441,0,0.19687875150060025,0.9592107560677493,0.16031437304813875,98.32248345389962
420,5438,25.895238095238096,0.06180247755426753,0.02386634844868735,0,0.21276204486943728,0.9485964314126605,0.1511901489809024,102.96369120106101
425,5659,26.630588235294116,0.0628079911209767,0.0328,0,0.13447605584025446,0.9453940066592674,0.10708911778534529,117.8974848985672
430,6029,28.04186046511628,0.06536564210982816,0.037296037296037296,0,0.28263393597611547,0.9505719087114436,0.18600762263644102,110.18222608417273
435,5253,24.151724137931033,0.05564913395836644,0.14285714285714285,0,0.28897772701313534,0.9577096244504476,0.240344942266272,105.59524917975068
440,5528,25.12727272727273,0.05723752329674881,0.0659915611814346,0,0.13024602026049203,0.9474218264651066,0.07249804180689859,75.30148945748806
445,5700,25.617977528089888,0.057698147585788034,0.0045045045045045045,0,0.22210526315789475,0.951958700273307,0.17231077254539845,89.08413587510586
450,5127,22.786666666666665,0.05074981440237565,0.028953229398663696,0,0.2857421494051102,0.9606632021776788,0.22498822477817104,100.88992394506931
455,6071,26.685714285714287,0.05877910635619887,0.06698795180722891,0,0.2299456432218745,0.9516967613883913,0.17741303486625545,90.86475092545152
460,6046,26.286956521739132,0.057270057781566734,0.06971677559912855,0,0.26182600066159445,0.954352562280951,0.20303270362221296,131.01749186590314
465,6191,26.627956989247313,0.05738783833889507,0.036637931034482756,0,0.0923921821999677,0.9475713756025214,0.07240782644112614,116.89251498505473
470,6840,29.106382978723403,0.0620605180783015,0.10874200426439233,0,0.06359649122807018,0.9418863131152747,0.045563538781163294,164.81118955090642
475,5951,25.056842105263158,0.052862536087053075,0.02109704641350211,0,0.1567803730465468,0.9541994226071507,0.12574717838655586,123.29861969873309
480,6461,26.920833333333334,0.05620215727209464,0.034687100893997444,0,0.23711499767837796,0.9528357689631176,0.17259408725758335,229.90397604554892
485,6849,28.243298969072164,0.05835392348981852,0.012396694214876033,0,0.20601547671192874,0.9498849791258414,0.14129638487242493,112.48891732469201
490,6662,27.191836734693876,0.055607028087308545,0.0408997955010225,0,0.17862503752626838,0.9531405200116857,0.13671342305269554,141.57317807525396
495,6115,24.707070707070706,0.05001431317220791,0.029837251356238697,0,0.16892886345053149,0.9565288512656934,0.13999844891688268,167.21431352198124
500,6783,27.132,0.054372745490981964,0.03406813627254509,0,0.06943830163644406,0.9492024048096193,0.04165446527315506,139.42533707246184
