Number of nodes,Number of Edges,Average Degree,Density,Cut-Ratio,Avg. internal density,Coverage,Performance,Modularity,Execution Time
5,10,4.0,1.0,0,1.0,1.0,1.0,0.0,0.0009705200791358948
10,39,7.8,0.8666666666666667,0,0.8666666666666667,1.0,0.8666666666666667,0.0,0.0004176609218120575
15,61,8.133333333333333,0.580952380952381,0,0.580952380952381,1.0,0.580952380952381,1.1102230246251565e-16,0.0008355416357517242
20,74,7.4,0.3894736842105263,0,0.3894736842105263,1.0,0.3894736842105263,0.0,0.0010295957326889038
25,84,6.72,0.28,0.09090909090909091,0.8401515151515151,0.75,0.8233333333333334,0.32901077097505665,0.001216799020767212
30,150,10.0,0.3448275862068966,0,0.3448275862068966,1.0,0.3448275862068966,0.0,0.001405421644449234
35,198,11.314285714285715,0.33277310924369746,0.05303030303030303,0.6026679841897233,0.9292929292929293,0.7294117647058823,0.2749719416386083,0.002364393323659897
40,173,8.65,0.22179487179487178,0.032,0.43547619047619046,0.930635838150289,0.6717948717948717,0.3837081091917538,0.001695629209280014
45,267,11.866666666666667,0.2696969696969697,0,0.2696969696969697,1.0,0.2696969696969697,0.0,0.0038118623197078705
50,197,7.88,0.16081632653061226,0.062370062370062374,0.6095399698340875,0.8375634517766497,0.8081632653061225,0.5101909350923755,0.002459801733493805
55,258,9.381818181818181,0.17373737373737375,0.031914893617021274,0.6692483660130719,0.9069767441860465,0.8134680134680135,0.5065500871341866,0.002828996628522873
60,276,9.2,0.15593220338983052,0.024305555555555556,0.7127747252747253,0.9021739130434783,0.707909604519774,0.41583307078344883,0.0023562833666801453
65,423,13.015384615384615,0.20336538461538461,0.03278688524590164,0.6117486338797814,0.9810874704491725,0.31298076923076923,0.027251032532456934,0.0022064335644245148
70,507,14.485714285714286,0.20993788819875778,0.049777777777777775,0.4066666666666666,0.8895463510848126,0.629399585921325,0.34976988823142674,0.0025991350412368774
75,373,9.946666666666667,0.1344144144144144,0.0291005291005291,0.4715367965367965,0.8605898123324397,0.8371171171171171,0.5571340266946503,0.0030732080340385437
80,450,11.25,0.14240506329113925,0.02369980250164582,0.5266335814722911,0.8666666666666667,0.8329113924050633,0.5745555555555555,0.004715710878372192
85,515,12.117647058823529,0.14425770308123248,0.04591265397536394,0.6175377736663583,0.8407766990291262,0.7240896358543417,0.43048920727684037,0.003356143832206726
90,626,13.911111111111111,0.15630461922596753,0.022727272727272728,0.6412687399967696,0.8945686900958466,0.6933832709113608,0.41140692463942674,0.00364033505320549
95,632,13.305263157894737,0.14154535274356103,0.03283302063789869,0.5687476150229935,0.8955696202531646,0.7872340425531915,0.5082255948565936,0.003578968346118927
100,799,15.98,0.16141414141414143,0.022083333333333333,0.6856514913657771,0.9236545682102628,0.7276767676767677,0.4625392190801706,0.0027443431317806244
105,814,15.504761904761905,0.14908424908424908,0.025678650036683785,0.5564834915538182,0.914004914004914,0.7373626373626374,0.43644694504645365,0.005022868514060974
110,732,13.309090909090909,0.12210175145954963,0.022758152173913044,0.5467321843098241,0.8784153005464481,0.7134278565471226,0.4594400400131387,0.003879822790622711
115,775,13.478260869565217,0.11823035850495804,0.018072289156626505,0.4693041911791912,0.8658064516129033,0.7565217391304347,0.46128949011446413,0.003663584589958191
120,856,14.266666666666667,0.11988795518207283,0.020693675313319733,0.44683035888515343,0.9170560747663551,0.6570028011204482,0.46745963075377756,0.0027738064527511597
125,1083,17.328,0.13974193548387095,0.036231884057971016,0.6032568880394967,0.8984302862419206,0.539741935483871,0.23073752077136023,0.00479324534535408
130,1046,16.092307692307692,0.12474657125819917,0.04551820728291316,0.46063368749127265,0.847036328871893,0.7884317233154442,0.5364847054608469,0.005121573805809021
135,1144,16.94814814814815,0.12647871752349366,0.023266856600189935,0.6123788624160925,0.8811188811188811,0.6939745715865119,0.4536938695046213,0.005280852317810059
140,1076,15.371428571428572,0.1105858170606372,0.03188683768880365,0.7159947587930817,0.7639405204460966,0.8723535457348407,0.526498217271735,0.0043404437601566315
145,1266,17.46206896551724,0.12126436781609196,0.03990901571546733,0.577080942793017,0.8246445497630331,0.8284482758620689,0.49373828580270485,0.004845529794692993
150,1287,17.16,0.11516778523489933,0.02040816326530612,0.6509989029454208,0.8842268842268842,0.789351230425056,0.4586167091994597,0.008114423602819443
155,1371,17.690322580645162,0.11487222454964391,0.005662891405729514,0.4293894409683883,0.9474835886214442,0.6777545035609551,0.5005615434011069,0.0048350989818573
160,1206,15.075,0.09481132075471699,0.004281949934123847,0.6299889959664396,0.9195688225538972,0.8586477987421384,0.6080298479960617,0.007752779871225357
165,1664,20.169696969696968,0.1229859571322986,0.025573192239858905,0.5606523050588,0.8834134615384616,0.7526237989652623,0.42728383442353923,0.00624479353427887
170,1293,15.211764705882352,0.09001044204664115,0.028772753963593658,0.46019181766005723,0.848414539829853,0.881935259310825,0.6411595784069015,0.005688536912202835
175,1410,16.114285714285714,0.09261083743842365,0.00819672131147541,0.3998767522933974,0.9482269503546099,0.7677504105090311,0.6097130426034907,0.011590901762247086
180,1504,16.711111111111112,0.09335816263190565,0.014056881333769205,0.46212021872827647,0.930186170212766,0.6240223463687151,0.3993630018532141,0.005804535001516342
185,2351,25.416216216216217,0.1381316098707403,0.01716581446311176,0.3165869951584237,0.9600170140365801,0.44882491186839013,0.21283865015945683,0.006109230220317841
190,1622,17.073684210526316,0.09033695349484823,0.011195001301744337,0.5380710901222824,0.8939580764488286,0.8630465051517683,0.6528201167364278,0.005441989749670029
195,1561,16.01025641025641,0.08252709489822892,0.015342250196695516,0.5541792695862399,0.9135169762972454,0.8990219402590537,0.7250655696733439,0.006295487284660339
200,1987,19.87,0.09984924623115578,0.004638031861262351,0.37083136109638004,0.9043784599899346,0.7789949748743719,0.5329589488190601,0.006254944950342178
205,2447,23.87317073170732,0.11702534672405547,0.021272024065320156,0.489645828404224,0.9595422966898243,0.33012912482066,0.19019369188295748,0.009909112006425858
210,1873,17.83809523809524,0.08534973798131693,0.0215183752417795,0.5003010846831072,0.8969567538707955,0.7912508544087491,0.5775270806746275,0.007444318383932114
215,2123,19.748837209302327,0.09228428602477723,0.0169424743892829,0.4848593392083893,0.8351389543099388,0.8181699630515106,0.5374112877621209,0.009458567947149277
220,2399,21.80909090909091,0.0995848899958489,0.006860071080254567,0.6195664049454488,0.9266360983743226,0.7955583229555833,0.4736848461070255,0.007066011428833008
225,2363,21.004444444444445,0.09376984126984127,0.030460858585858584,0.5245001482783438,0.8887008040626323,0.8013095238095238,0.600101472679117,0.009683631360530853
230,1868,16.243478260869566,0.07093221947977976,0.003582202111613876,0.6582310723666434,0.8372591006423983,0.8260489842415037,0.5302769167633398,0.010004911571741104
235,2498,21.259574468085106,0.09085288234224405,0.01102158710854363,0.3478108631009733,0.8807045636509208,0.7661756683033278,0.5423082260844704,0.010837823152542114
240,2640,22.0,0.09205020920502092,0.0134886572654813,0.48481281894167116,0.8931818181818182,0.805439330543933,0.5346970414370983,0.012029014527797699
245,2760,22.53061224489796,0.09233857477417197,0.01904520060944642,0.6075001195677506,0.7938405797101449,0.8691535630645701,0.5711128176853603,0.007493648678064346
250,2537,20.296,0.08151004016064257,0.022912885662431944,0.5085845692303013,0.8316909735908553,0.8636787148594377,0.5873738749285505,0.009134531021118164
255,2580,20.235294117647058,0.07966651227420102,0.0031236535975872467,0.46746598586138,0.9124031007751938,0.7949050486336267,0.6130214530376781,0.00980391725897789
260,2841,21.853846153846153,0.08437778437778438,0.012060447544318512,0.3182441041405783,0.9415698697641676,0.5228987228987229,0.30890759471761675,0.011415235698223114
265,2859,21.577358490566038,0.08173241852487136,0.01015228426395939,0.5097484846756626,0.8377054914305702,0.8603773584905661,0.5950332528697201,0.013534143567085266
270,2835,21.0,0.07806691449814127,0.005989911727616645,0.6114438232726053,0.870899470899471,0.8411675616136582,0.5606466162139295,0.013415690511465073
275,2572,18.705454545454547,0.06826808228268082,0.016069788797061526,0.5634515234162171,0.8479782270606532,0.8391506303915063,0.5970174072255586,0.012897033244371414
280,3395,24.25,0.08691756272401434,0.0122473604826546,0.3816875371095316,0.8992636229749632,0.7493343573988736,0.5690004576599478,0.01094108447432518
285,2965,20.80701754385965,0.07326414628119594,0.016058970646307753,0.6117205718934959,0.8300168634064081,0.8940943909068446,0.6332177825047135,0.008885476738214493
290,3111,21.455172413793104,0.0742393509127789,0.009160997732426304,0.5243089731941958,0.8997107039537127,0.8523803842023625,0.6522385959300172,0.01787663623690605
295,3406,23.091525423728815,0.07854260348207079,0.008948177426438296,0.5746449408351842,0.876981796829125,0.855459471924363,0.6196792627703727,0.013757836073637009
300,3188,21.253333333333334,0.07108138238573021,0.02099867724867725,0.5353976085864185,0.8588456712672522,0.8744704570791527,0.6373580388502051,0.00903531163930893
305,3431,22.498360655737706,0.07400776531492666,0.004123437084330939,0.43297861598325993,0.9676479160594579,0.7671052631578947,0.6042659632658189,0.014429483562707901
310,3579,23.09032258064516,0.0747259630441591,0.0054188948306595364,0.2928387478554349,0.9379715004191115,0.7150433239377806,0.4831777698616179,0.02236643061041832
315,4043,25.66984126984127,0.08175108684662825,0.005410938871014917,0.45789576176920077,0.8985901558248826,0.8805985239106259,0.697386382316391,0.010908134281635284
320,4028,25.175,0.07891849529780565,0.010317292064165077,0.5350702791337508,0.8339126117179742,0.9024294670846394,0.6658664916586872,0.013113979250192642
325,3761,23.144615384615385,0.07143399810066477,0.00686863731141911,0.5453309589052272,0.9005583621377293,0.7943779677113011,0.5949230126769506,0.01249314472079277
330,4431,26.854545454545455,0.0816247582205029,0.019148076004263295,0.45264142331520246,0.8824193184382758,0.726664824537165,0.4984698295960718,0.016537442803382874
335,4164,24.859701492537315,0.07443024398963267,0.012147335423197491,0.5506104691601751,0.9197886647454371,0.7654660827598534,0.48757325725928574,0.014179583638906479
340,3985,23.441176470588236,0.06914801318757592,0.02000327922610264,0.5479462706760276,0.8644918444165621,0.8648099947943779,0.647021185153233,0.02088228240609169
345,4089,23.704347826086956,0.06890798786653185,0.009384615384615385,0.5467468541109533,0.9029102470041575,0.8426356589147287,0.6502858476424619,0.016637030988931656
350,4290,24.514285714285716,0.07024150634465821,0.009867661133295931,0.27910569032851085,0.9303030303030303,0.7517805976258698,0.5717181769279671,0.013511031866073608
355,4025,22.676056338028168,0.06405665632211348,0.007767593599502874,0.5151669428898966,0.8464596273291926,0.8876899816980982,0.6629314609775857,0.019612107425928116
360,3955,21.97222222222222,0.06120396162178892,0.009120715350223548,0.5424953493942697,0.8591656131479141,0.8984834416589291,0.6870474570907538,0.020233016461133957
365,4373,23.96164383561644,0.06582869185608911,0.010304912478825522,0.48103758825347337,0.8756002744111594,0.8533493903356917,0.6463217133555915,0.014669261872768402
370,4397,23.767567567567568,0.06441075221563027,0.008811209013433482,0.5969582199266108,0.8512622242438026,0.8369442613345053,0.5949236637608633,0.022748123854398727
375,4174,22.261333333333333,0.0595222816399287,0.003961352657004831,0.6242586735107623,0.8433157642549114,0.8878431372549019,0.6529924104060802,0.014582235366106033
380,4867,25.61578947368421,0.06758783502291349,0.009834067425690462,0.5894836421244075,0.9095952332032052,0.7408554367448965,0.5268550469402058,0.026590470224618912
385,4403,22.87272727272727,0.05956439393939394,0.01615532829405662,0.4848899951251968,0.885078355666591,0.8105384199134199,0.6242050552013011,0.020547427237033844
390,4429,22.712820512820514,0.05838771340056687,0.004472885174181331,0.4075627392648072,0.9270715737186724,0.8572671544393909,0.7003728734049852,0.022596046328544617
395,5129,25.969620253164557,0.06591274175930091,0.0066254416961130744,0.5104029841160224,0.8754143107818289,0.8695495727044914,0.6587707263728577,0.018572162836790085
400,4634,23.17,0.058070175438596494,0.010118577075098814,0.5480814073414899,0.8964177816141562,0.8783458646616541,0.7008174460262468,0.0182000994682312
405,5403,26.68148148148148,0.06604327099376604,0.009998071111682634,0.48264669883558287,0.886544512307977,0.8775577557755776,0.670467774687591,0.02419332042336464
410,5128,25.014634146341464,0.061160474685431454,0.006495585746306208,0.5120306229007557,0.9325273010920437,0.8737074363408671,0.7284014220358205,0.019085079431533813
415,4165,20.072289156626507,0.048483790233397356,0.009019426456984274,0.49883902913873,0.8669867947178872,0.8830452243757639,0.6741817783535983,0.021034996956586838
420,5438,25.895238095238096,0.06180247755426753,0.0031680824397716197,0.3474083804101727,0.9253401986024273,0.8436640527332652,0.6758850242818811,0.029816512018442154
